WaterBodyID,WaterBodyType,WaterBodyTypeName,Latitude,Longitude,Temperature_C,Salinity_PSU,pH,DissolvedOxygen_mgL,Turbidity_NTU,Chlorophyll_μgL,Problem
SEA-CM-3526,CM,海草/海藻床,39.64997710311863,119.25034762878813,21.0,31.0,7.42,8.0,8.0,9.87,酸化趋势
SEA-EM-3527,EM,河口混合区,30.848443400819928,120.5018237378442,27.5,20.4,7.63,4.4,104.9,5.72,泥沙淤积严重
SEA-CM-3528,CM,海草/海藻床,39.14083777662645,118.54842891614325,22.1,28.7,8.07,7.8,8.6,8.36,沉积物增加
SEA-EM-3529,EM,河口混合区,30.33184127086101,121.92529296377404,18.0,9.7,7.19,9.7,69.6,37.7,泥沙淤积严重
SEA-EM-3530,EM,河口混合区,30.255934496128813,120.72749143256539,13.4,21.0,7.5,5.7,116.4,10.94,泥沙淤积严重
SEA-AF-3531,AF,人工渔场/养殖区,22.534013516082197,115.7420198233306,32.9,38.7,8.38,5.3,18.3,14.1,碱性过高
SEA-CM-3532,CM,海草/海藻床,39.56130929214188,118.07912628773533,19.5,27.2,7.69,7.7,13.7,2.42,营养不足
SEA-CM-3533,CM,海草/海藻床,39.924378936178826,119.24458148330507,19.0,29.7,8.22,8.0,8.0,8.03,海草覆盖率下降
SEA-CM-3534,CM,海草/海藻床,39.11918265155517,118.78162351745131,26.2,28.5,8.4,8.4,11.0,20.64,热浪影响
SEA-OS-3535,OS,开阔大洋,27.58268565875186,122.71665514235148,16.5,32.2,7.73,5.7,2.2,0.17,初级生产力不足
SEA-CM-3536,CM,海草/海藻床,39.775894586993054,118.07230455658822,21.8,28.8,8.39,6.8,11.2,4.39,海草覆盖率下降
SEA-EM-3537,EM,河口混合区,31.7806741203252,121.48042264881357,24.7,25.5,7.31,7.0,1.8,13.28,酸化趋势
SEA-AF-3538,AF,人工渔场/养殖区,21.50252959705997,114.7959261983215,30.9,28.2,8.45,2.4,43.3,0.0,鱼类缺氧危机
SEA-EM-3539,EM,河口混合区,30.783520621348234,120.8651223711545,17.2,11.8,7.22,8.3,71.5,1.06,泥沙淤积严重
SEA-CB-3540,CB,珊瑚礁海域,16.854597195216837,114.34572808489482,34.8,37.3,7.54,5.6,2.9,0.3,珊瑚白化风险
SEA-AF-3541,AF,人工渔场/养殖区,22.44695963473766,115.5351691650241,21.0,22.9,8.19,7.7,32.3,13.55,盐度过低
SEA-CM-3542,CM,海草/海藻床,39.81299654497167,118.51259136632736,23.1,32.7,7.89,7.5,15.1,10.07,藻类过度生长
SEA-EM-3543,EM,河口混合区,31.24373725447154,120.98106592065199,14.1,4.0,7.92,5.9,1.7,9.56,低盐胁迫
SEA-CB-3544,CB,珊瑚礁海域,19.46168438160141,110.6310755664589,31.9,33.0,8.69,6.2,5.2,0.76,高温胁迫
SEA-EM-3545,EM,河口混合区,30.658083053921096,120.76049048039808,16.9,14.6,7.17,8.2,43.7,10.59,酸化趋势
SEA-CB-3546,CB,珊瑚礁海域,18.070690397347324,112.02727065238953,26.6,30.5,9.0,5.7,1.7,0.3,碱化趋势
SEA-EM-3547,EM,河口混合区,31.758652971185345,121.79422020986425,23.6,18.3,7.0,5.9,46.6,7.2,酸化趋势
SEA-CB-3548,CB,珊瑚礁海域,19.813535542676686,116.37292832099958,26.7,37.3,8.14,5.2,2.2,0.26,高盐度胁迫
SEA-OS-3549,OS,开阔大洋,28.67522028170843,123.33604470526359,12.9,39.4,8.01,6.2,1.2,0.27,温度过低警告
SEA-CM-3550,CM,海草/海藻床,39.48998580097636,117.59170530443876,21.4,29.1,8.47,8.0,8.3,7.11,碱化趋势
SEA-CB-3551,CB,珊瑚礁海域,17.84954038650004,115.29296681803037,34.1,31.9,8.18,6.2,3.7,0.29,高温胁迫
SEA-AF-3552,AF,人工渔场/养殖区,23.549136864018493,115.1028784065288,22.1,30.6,8.41,7.1,41.3,20.1,碱性过高
SEA-CM-3553,CM,海草/海藻床,38.18776687206246,117.92100265164198,19.2,31.8,8.1,7.5,10.0,5.24,底栖生物多样性降低
SEA-CM-3554,CM,海草/海藻床,38.795080960561904,119.40273047939496,14.4,26.8,7.82,8.6,10.6,2.87,营养不足
SEA-AF-3555,AF,人工渔场/养殖区,23.060582448698838,115.30951675171777,14.9,26.8,7.82,5.4,25.4,6.21,温度过低警告
SEA-CB-3556,CB,珊瑚礁海域,19.097004167770038,115.17439360959465,24.4,31.5,7.39,6.0,3.0,0.18,珊瑚白化风险
SEA-CM-3557,CM,海草/海藻床,38.282354298882595,118.58479130547188,23.6,30.3,7.65,7.0,11.5,10.29,酸化趋势
SEA-OS-3558,OS,开阔大洋,29.388389068111085,124.3476140087149,12.5,37.5,8.21,5.9,1.1,0.21,温度过低警告
SEA-EM-3559,EM,河口混合区,30.875483063499203,120.39238504294396,28.5,26.6,8.61,8.8,32.4,13.07,碱化趋势
SEA-CB-3560,CB,珊瑚礁海域,18.377893910691093,114.4255422965549,28.5,29.3,8.57,6.2,2.4,0.27,碱化趋势
SEA-AF-3561,AF,人工渔场/养殖区,22.842669399570028,115.30673296476796,25.1,27.4,7.27,4.0,25.3,2.55,鱼类缺氧危机
SEA-AF-3562,AF,人工渔场/养殖区,23.41650391692813,115.26584200335526,22.9,29.5,7.94,2.9,28.2,19.06,鱼类缺氧危机
SEA-EM-3563,EM,河口混合区,30.329111877580353,121.72556475979903,22.5,12.9,7.73,8.0,15.9,7.14,生态系统轻微失衡
SEA-OS-3564,OS,开阔大洋,29.850868891621182,123.89289725051763,19.3,35.1,8.18,5.9,0.9,0.31,表层溶解氧波动
SEA-AF-3565,AF,人工渔场/养殖区,21.20327755671122,114.42217073379946,19.8,24.8,7.72,4.9,18.6,10.87,鱼类缺氧危机
SEA-EM-3566,EM,河口混合区,30.63585626394536,120.64165706121854,17.4,20.4,8.09,8.5,39.2,8.68,悬浮物增加
SEA-CM-3567,CM,海草/海藻床,38.01241592745976,118.12192961974694,20.8,28.3,7.68,10.1,9.6,10.83,酸化趋势
SEA-EM-3568,EM,河口混合区,31.91146588783034,120.21284788817417,19.0,29.4,7.69,8.7,29.6,4.39,酸化趋势
SEA-EM-3569,EM,河口混合区,31.79096551063784,121.39189466820092,24.3,24.2,8.21,7.6,114.5,7.37,泥沙淤积严重
SEA-OS-3570,OS,开阔大洋,28.499664887797035,123.32624209390663,13.9,30.6,8.16,6.2,1.3,0.13,初级生产力不足
SEA-CM-3571,CM,海草/海藻床,38.580628182849,118.19494340831456,21.8,36.6,7.48,7.6,9.8,1.44,营养不足
SEA-AF-3572,AF,人工渔场/养殖区,22.955151628546396,113.60281738984499,21.8,37.3,8.13,5.3,28.5,30.81,高盐度胁迫
SEA-AF-3573,AF,人工渔场/养殖区,22.90769843327478,113.5778190959277,23.0,23.8,7.36,8.3,20.4,8.55,盐度过低
SEA-CB-3574,CB,珊瑚礁海域,19.376126197207622,115.43151952461612,30.1,33.1,8.1,4.4,2.9,0.03,高温胁迫
SEA-OS-3575,OS,开阔大洋,28.24757694923827,122.41462001594901,19.9,34.4,8.29,5.8,2.0,0.24,表层溶解氧波动
SEA-EM-3576,EM,河口混合区,31.654207673437295,120.97436932514468,18.9,14.7,7.0,7.9,35.8,12.96,酸化趋势
SEA-OS-3577,OS,开阔大洋,26.987597562085273,124.5177539825156,20.6,30.9,7.48,5.9,0.2,0.56,酸化风险
SEA-CM-3578,CM,海草/海藻床,38.8720105094746,118.44769583898405,27.0,33.4,8.27,5.6,16.4,8.76,海草缺氧胁迫
SEA-EM-3579,EM,河口混合区,31.849294340066933,121.40381655145565,22.2,10.7,7.5,5.4,47.8,12.03,酸化趋势
SEA-EM-3580,EM,河口混合区,30.455329562027416,121.01113141651028,28.3,10.2,7.92,7.6,28.9,13.01,藻类过度生长
SEA-OS-3581,OS,开阔大洋,29.50277461275202,123.98675655855084,23.0,34.2,8.2,6.7,1.1,0.37,异常升温
SEA-CM-3582,CM,海草/海藻床,39.13607417191447,118.4300106662348,26.0,37.1,7.0,7.6,12.0,9.56,热浪影响
SEA-OS-3583,OS,开阔大洋,27.343211226618134,122.38090514460303,15.5,39.4,8.13,7.5,0.3,0.18,初级生产力不足
SEA-AF-3584,AF,人工渔场/养殖区,21.30089926009491,114.16097175793001,21.6,28.5,7.72,4.8,22.4,15.57,鱼类缺氧危机
SEA-CM-3585,CM,海草/海藻床,39.562904722573045,118.36897720573023,21.3,34.6,8.3,6.9,4.1,13.17,藻类过度生长
SEA-EM-3586,EM,河口混合区,31.259747792347003,121.70690887267337,14.8,26.5,8.03,7.8,18.0,9.56,温度过低警告
SEA-OS-3587,OS,开阔大洋,27.228584789231235,123.29864393653928,14.8,36.7,7.78,6.0,0.9,0.28,酸化风险
SEA-AF-3588,AF,人工渔场/养殖区,23.52329139413592,115.14608677713515,25.0,31.0,8.25,4.3,33.7,23.21,鱼类缺氧危机
SEA-OS-3589,OS,开阔大洋,28.052170196588808,124.76306951419541,14.8,30.2,7.97,5.3,0.7,0.09,初级生产力不足
SEA-OS-3590,OS,开阔大洋,28.11188102195224,122.35739340360307,15.4,31.5,8.47,6.0,0.1,0.3,碱化趋势
SEA-CM-3591,CM,海草/海藻床,39.07941368392129,118.12243011021924,22.1,33.9,9.0,8.1,9.6,11.84,碱化趋势
SEA-EM-3592,EM,河口混合区,31.470223186680812,121.72096679987584,23.8,15.8,8.17,7.2,21.9,4.58,轻度富营养化
SEA-AF-3593,AF,人工渔场/养殖区,22.648950063980198,114.26616669511338,21.4,26.6,8.79,3.7,6.1,34.93,鱼类缺氧危机
SEA-AF-3594,AF,人工渔场/养殖区,21.479534334123677,113.9884648576932,22.2,28.2,7.47,6.6,27.1,15.75,酸化趋势
SEA-OS-3595,OS,开阔大洋,27.20847207642856,122.708751422572,18.8,28.0,7.5,6.6,1.3,0.33,酸化风险
SEA-OS-3596,OS,开阔大洋,27.827353001098945,124.16099973090013,13.6,39.3,8.15,3.6,0.6,0.18,初级生产力不足
SEA-EM-3597,EM,河口混合区,30.110009511151606,120.8143909508175,22.3,20.5,8.44,4.2,51.0,16.85,富营养化
SEA-CM-3598,CM,海草/海藻床,38.95253114476423,118.45591086211708,25.5,34.9,8.17,8.4,14.4,8.84,热浪影响
SEA-CM-3599,CM,海草/海藻床,38.41948353494203,118.53523312011833,19.9,31.1,8.51,8.0,4.2,3.8,碱化趋势
SEA-OS-3600,OS,开阔大洋,26.2364906192299,124.92080536978258,20.2,35.9,7.95,6.8,1.3,0.4,酸化风险
SEA-AF-3601,AF,人工渔场/养殖区,21.613709194506058,114.64786903463823,17.1,34.1,7.14,4.3,20.4,12.59,鱼类缺氧危机
SEA-EM-3602,EM,河口混合区,31.268142400184,120.31761044862098,26.4,24.0,7.68,5.9,32.2,16.19,富营养化
SEA-CM-3603,CM,海草/海藻床,39.81114007011669,118.99296911154602,19.2,30.6,8.73,6.8,14.4,3.75,碱化趋势
SEA-AF-3604,AF,人工渔场/养殖区,23.76659997653102,114.72384363950174,27.4,33.1,7.67,3.5,24.8,28.59,鱼类缺氧危机
SEA-EM-3605,EM,河口混合区,30.30169807762651,121.45224801562222,21.3,16.4,8.38,6.5,48.5,20.76,富营养化
SEA-OS-3606,OS,开阔大洋,27.512452719325434,124.29829494657403,20.6,34.4,8.84,5.9,0.9,0.23,碱化趋势
SEA-OS-3607,OS,开阔大洋,26.65874574086568,122.39917934925539,17.1,34.7,8.61,5.9,0.1,0.24,碱化趋势
SEA-AF-3608,AF,人工渔场/养殖区,22.957676843763732,113.9780182346719,29.3,33.0,7.99,2.9,12.6,16.65,鱼类缺氧危机
SEA-OS-3609,OS,开阔大洋,28.54616534999346,122.2523211035217,11.3,33.8,7.64,5.4,1.5,0.34,酸化风险
SEA-CM-3610,CM,海草/海藻床,39.41571488286839,118.09435784978228,22.6,29.0,8.34,6.2,12.8,10.29,藻类过度生长
SEA-CM-3611,CM,海草/海藻床,39.54244173617415,118.40427242402971,22.1,24.8,8.35,8.8,10.6,10.32,藻类过度生长
SEA-EM-3612,EM,河口混合区,30.050646287918074,121.0051363684203,22.4,14.2,8.66,8.8,32.5,6.46,碱化趋势
SEA-AF-3613,AF,人工渔场/养殖区,21.81265373821659,113.72002182119185,31.8,29.6,8.13,4.2,26.9,6.73,鱼类缺氧危机
SEA-EM-3614,EM,河口混合区,31.97191870589661,120.5520869853035,22.3,5.1,7.54,4.9,33.9,20.75,富营养化
SEA-CM-3615,CM,海草/海藻床,38.71138863400729,117.71241216614149,18.4,32.8,8.37,5.0,5.8,4.72,海草缺氧胁迫
SEA-OS-3616,OS,开阔大洋,27.978099387728157,124.67440865001946,13.4,34.6,8.41,5.6,0.7,0.25,温度过低警告
SEA-OS-3617,OS,开阔大洋,29.612418205313617,123.17130158466699,12.7,38.1,8.32,6.8,0.4,0.36,温度过低警告
SEA-EM-3618,EM,河口混合区,30.30583775986581,120.17032281884919,21.0,4.6,8.22,8.6,79.3,19.46,泥沙淤积严重
SEA-CB-3619,CB,珊瑚礁海域,18.496601142863824,113.96927151397784,35.0,26.2,7.97,6.6,2.2,0.62,高温胁迫
SEA-AF-3620,AF,人工渔场/养殖区,21.200914936751005,115.85883259061818,22.8,32.2,8.66,7.6,32.8,12.21,碱性过高
SEA-AF-3621,AF,人工渔场/养殖区,22.828100497534248,113.06180343952511,22.9,28.3,8.18,1.9,20.1,15.71,鱼类缺氧危机
SEA-OS-3622,OS,开阔大洋,28.407182786673683,124.46075694518312,15.6,36.5,8.66,8.0,1.7,0.57,高盐度胁迫
SEA-CB-3623,CB,珊瑚礁海域,19.288072062352295,115.42924301171985,33.5,25.2,8.76,4.3,1.7,0.35,高温胁迫
SEA-OS-3624,OS,开阔大洋,26.210696511528397,122.9433669057941,15.8,38.0,8.69,4.9,0.8,0.33,高盐度胁迫
SEA-AF-3625,AF,人工渔场/养殖区,22.8757731470648,114.73248885238796,19.2,27.3,8.18,4.3,26.0,19.22,鱼类缺氧危机
SEA-EM-3626,EM,河口混合区,30.225154859097284,120.61164424973285,23.3,28.6,7.98,5.6,20.9,13.75,藻类过度生长
SEA-CM-3627,CM,海草/海藻床,39.08226822529722,119.48225857033513,20.4,32.3,7.84,8.6,13.2,3.41,沉积物增加
SEA-CM-3628,CM,海草/海藻床,39.851213249250975,118.19753846123842,19.5,34.5,7.8,7.2,14.1,9.05,海草覆盖率下降
SEA-CM-3629,CM,海草/海藻床,39.06525843178775,118.0906638522417,19.9,29.6,8.43,7.3,9.3,3.16,碱化趋势
SEA-OS-3630,OS,开阔大洋,28.30144375722696,122.19948245431004,17.8,31.3,7.79,6.6,0.6,0.33,酸化风险
SEA-OS-3631,OS,开阔大洋,28.76050597643511,123.15457529593954,15.5,33.4,8.03,5.6,2.1,0.1,初级生产力不足
SEA-CB-3632,CB,珊瑚礁海域,19.515486261317488,115.06220417241178,30.2,30.6,8.29,5.2,1.4,0.37,高温胁迫
SEA-AF-3633,AF,人工渔场/养殖区,23.352151893772415,114.18612072811236,27.6,23.1,7.81,7.4,33.5,12.99,盐度过低
SEA-CM-3634,CM,海草/海藻床,39.991400144454474,119.23708223292168,21.7,29.3,8.21,8.1,10.8,3.55,海草覆盖率下降
SEA-CM-3635,CM,海草/海藻床,39.545173916790986,118.06667120276354,25.1,28.6,8.31,6.9,13.6,3.3,热浪影响
SEA-CM-3636,CM,海草/海藻床,38.166577130096385,117.5536127824014,25.8,30.4,7.61,6.4,10.5,4.35,热浪影响
SEA-OS-3637,OS,开阔大洋,27.502613226304508,124.28194298167297,23.1,31.3,7.36,6.7,0.4,0.1,初级生产力不足
SEA-CM-3638,CM,海草/海藻床,38.9736773611166,118.5184766040373,24.9,34.5,7.45,5.8,8.0,5.17,海草缺氧胁迫
SEA-EM-3639,EM,河口混合区,31.030504601926893,121.69102227696727,25.9,28.1,7.76,5.9,37.9,27.69,富营养化
SEA-EM-3640,EM,河口混合区,31.092861456382288,120.69356986836496,18.9,27.9,8.35,7.2,10.7,7.19,悬浮物增加
SEA-EM-3641,EM,河口混合区,31.619987067339622,120.62971412968972,13.9,16.6,8.08,4.2,103.6,10.86,泥沙淤积严重
SEA-EM-3642,EM,河口混合区,30.032558623775852,121.4306032381592,24.2,14.2,7.49,5.4,29.7,10.54,酸化趋势
SEA-CB-3643,CB,珊瑚礁海域,17.182066899315615,114.95861069589827,29.8,31.1,8.05,4.5,3.3,0.28,高温胁迫
SEA-CB-3644,CB,珊瑚礁海域,17.052641794612722,113.10220165769988,20.9,35.7,8.75,4.8,2.1,0.18,碱化趋势
SEA-AF-3645,AF,人工渔场/养殖区,22.526320392653393,115.85442965543201,27.9,20.7,8.51,8.8,27.5,7.08,碱性过高
SEA-EM-3646,EM,河口混合区,30.599506077416827,120.52707452885718,27.0,31.0,7.92,5.9,8.9,9.53,生态系统轻微失衡
SEA-AF-3647,AF,人工渔场/养殖区,22.08109120479682,114.30128188967846,28.7,32.1,7.31,3.2,28.4,17.22,鱼类缺氧危机
SEA-EM-3648,EM,河口混合区,31.28804650988638,120.46552921589905,28.0,16.1,7.88,5.6,62.4,12.87,泥沙淤积严重
SEA-AF-3649,AF,人工渔场/养殖区,22.788254578259114,114.71582800155431,24.5,22.7,7.84,3.8,21.2,23.95,鱼类缺氧危机
SEA-EM-3650,EM,河口混合区,30.583459967613877,121.94581882099178,24.4,5.9,8.14,4.1,14.2,12.66,低盐胁迫
SEA-CB-3651,CB,珊瑚礁海域,18.846247182956056,112.26468317926842,29.0,27.4,7.0,5.3,2.1,0.26,珊瑚白化风险
SEA-OS-3652,OS,开阔大洋,29.434503869681993,123.14122884716589,19.3,37.6,7.63,6.1,0.6,0.43,酸化风险
SEA-OS-3653,OS,开阔大洋,28.69935726356181,122.25261180112278,14.2,32.9,7.78,7.6,0.7,0.3,酸化风险
SEA-OS-3654,OS,开阔大洋,28.7026934205383,122.48226092458819,18.5,40.0,8.13,4.9,1.7,0.07,初级生产力不足
SEA-OS-3655,OS,开阔大洋,26.469906469454394,123.56793686271509,17.2,31.0,8.38,6.2,1.4,0.4,表层溶解氧波动
SEA-OS-3656,OS,开阔大洋,29.047558893702526,122.35174506594483,21.2,34.7,8.55,4.3,1.9,0.45,碱化趋势
SEA-EM-3657,EM,河口混合区,30.733021192744772,121.65002383277987,26.3,10.5,7.0,4.8,57.4,3.0,酸化趋势
SEA-CM-3658,CM,海草/海藻床,38.06549325664833,119.19219674960479,21.5,29.1,7.97,8.1,11.8,15.78,藻类过度生长
SEA-OS-3659,OS,开阔大洋,28.178896131996044,122.3847513996073,23.4,39.3,8.18,8.0,0.2,0.19,初级生产力不足
SEA-OS-3660,OS,开阔大洋,28.807770885171514,122.16881222453408,19.6,36.4,8.69,4.9,0.4,0.29,高盐度胁迫
SEA-AF-3661,AF,人工渔场/养殖区,22.596123852482453,114.7423196975304,24.1,33.9,7.87,3.4,15.5,18.05,鱼类缺氧危机
SEA-OS-3662,OS,开阔大洋,28.451635525362338,124.63357224801605,19.6,34.8,7.99,5.3,1.1,0.21,酸化风险
SEA-CB-3663,CB,珊瑚礁海域,17.345603833142086,112.63710902102076,25.9,35.9,8.37,7.3,2.0,0.37,轻微珊瑚应激
SEA-EM-3664,EM,河口混合区,31.89779142904196,121.11608643668188,21.2,28.7,7.61,5.1,9.4,18.45,富营养化
SEA-OS-3665,OS,开阔大洋,28.98867798821888,122.17638158060232,15.6,33.0,8.27,6.5,0.4,0.28,海水层化异常
SEA-EM-3666,EM,河口混合区,30.13444098647646,120.6540968417717,28.9,22.3,7.53,6.5,50.0,12.35,酸化趋势
SEA-OS-3667,OS,开阔大洋,26.08909042029661,124.27644540375621,11.8,36.2,8.14,4.4,2.9,0.13,初级生产力不足
SEA-AF-3668,AF,人工渔场/养殖区,23.551485290137066,115.95498431570877,18.9,30.8,8.37,3.1,15.4,9.89,鱼类缺氧危机
SEA-EM-3669,EM,河口混合区,31.64828104976445,120.56705926718972,21.3,21.2,8.07,5.4,37.6,16.28,富营养化
SEA-CM-3670,CM,海草/海藻床,38.20346860454186,119.23945301190608,22.2,31.3,8.48,9.8,8.7,4.31,碱化趋势
SEA-CB-3671,CB,珊瑚礁海域,18.582007571315156,112.20222179401844,26.0,37.2,8.24,6.2,3.0,0.38,高盐度胁迫
SEA-EM-3672,EM,河口混合区,30.706450195575076,120.90584585820665,22.1,27.3,7.56,7.6,66.0,4.09,泥沙淤积严重
SEA-CM-3673,CM,海草/海藻床,39.53231870754197,118.95526524277098,19.0,31.3,7.56,7.1,13.4,15.86,酸化趋势
SEA-AF-3674,AF,人工渔场/养殖区,22.29062827195519,114.7757530339712,24.1,28.3,8.38,5.6,21.6,7.87,碱性过高
SEA-EM-3675,EM,河口混合区,30.288199683527132,120.63943584889527,20.2,17.4,7.74,9.6,14.8,16.76,富营养化
SEA-CB-3676,CB,珊瑚礁海域,18.82568270864766,110.57234924097561,31.3,33.1,8.07,4.5,2.4,0.4,高温胁迫
SEA-EM-3677,EM,河口混合区,30.49579562263539,121.4949413588637,21.9,16.9,8.16,4.0,16.7,11.26,缺氧风险
SEA-OS-3678,OS,开阔大洋,27.203801575815504,123.11944605003399,16.1,29.8,8.12,6.2,0.9,0.3,表层溶解氧波动
SEA-CM-3679,CM,海草/海藻床,38.43169114839745,119.11733043863646,18.5,32.9,7.76,7.1,6.3,10.3,藻类过度生长
SEA-OS-3680,OS,开阔大洋,29.949392101844392,124.04404845850217,12.9,33.3,8.01,4.8,1.1,0.12,初级生产力不足
SEA-OS-3681,OS,开阔大洋,28.32586348362705,122.10170006575598,16.1,31.8,8.29,6.1,1.1,0.16,初级生产力不足
SEA-AF-3682,AF,人工渔场/养殖区,23.194316713331464,114.73646099318634,23.2,26.6,8.0,5.6,20.9,21.84,藻类过度生长
SEA-CB-3683,CB,珊瑚礁海域,18.172914503216237,116.26448323176454,29.3,39.9,8.16,6.2,2.7,0.68,高盐度胁迫
SEA-AF-3684,AF,人工渔场/养殖区,22.14245905040779,113.74358416555356,16.8,31.1,7.11,6.0,37.6,19.15,酸化趋势
SEA-OS-3685,OS,开阔大洋,28.259896642932784,122.7194077032544,16.5,37.3,8.84,5.7,0.5,0.27,高盐度胁迫
SEA-CB-3686,CB,珊瑚礁海域,16.47334442562046,115.05933968122713,24.8,37.5,7.77,5.3,2.5,0.45,珊瑚白化风险
SEA-OS-3687,OS,开阔大洋,26.0004604370284,124.89969533795403,17.7,32.7,8.72,5.6,1.3,0.23,碱化趋势
SEA-EM-3688,EM,河口混合区,31.29416304772972,121.6430322327907,20.4,14.0,7.71,8.1,37.9,17.03,富营养化
SEA-OS-3689,OS,开阔大洋,29.320988829386373,123.63170327163799,24.8,34.8,8.13,5.6,0.6,0.43,异常升温
SEA-AF-3690,AF,人工渔场/养殖区,23.253295819439483,115.8406858466989,21.8,30.5,7.67,5.0,44.4,11.58,鱼类缺氧危机
SEA-CB-3691,CB,珊瑚礁海域,18.501914996839606,114.10725590043447,31.0,31.8,8.06,6.6,4.2,0.31,高温胁迫
SEA-OS-3692,OS,开阔大洋,26.238173319861108,122.30837005602056,20.2,32.1,8.36,4.9,1.0,0.33,微量污染物检出
SEA-EM-3693,EM,河口混合区,30.84976750608175,121.85033034177569,18.4,23.7,8.11,6.0,54.5,18.6,富营养化
SEA-EM-3694,EM,河口混合区,31.541622944370822,120.98381186058711,19.9,23.4,7.55,7.4,29.7,13.24,酸化趋势
SEA-CB-3695,CB,珊瑚礁海域,17.79535300456164,113.55475947341809,35.0,40.0,7.89,6.1,1.4,0.31,珊瑚白化风险
SEA-EM-3696,EM,河口混合区,31.460321926732743,121.32897813819284,29.1,16.2,7.36,6.1,29.5,10.3,酸化趋势
SEA-AF-3697,AF,人工渔场/养殖区,22.18306930947703,113.70408082003709,25.1,32.0,7.84,5.6,42.9,2.72,水质波动
SEA-AF-3698,AF,人工渔场/养殖区,22.468844943162114,113.77508084579549,25.9,26.5,8.01,6.9,30.0,18.76,藻类过度生长
SEA-OS-3699,OS,开阔大洋,29.765605179721803,124.95797150177616,17.8,37.9,7.42,6.2,1.0,0.35,酸化风险
SEA-CB-3700,CB,珊瑚礁海域,17.633402724546613,115.05844133588647,34.1,31.8,8.9,6.5,1.2,0.24,高温胁迫
SEA-EM-3701,EM,河口混合区,30.44890853332994,121.09138296010843,19.5,21.8,7.87,4.3,32.4,5.94,缺氧风险
SEA-OS-3702,OS,开阔大洋,28.320273692656354,123.02028924434057,16.4,36.8,7.95,5.3,1.4,0.31,酸化风险
SEA-EM-3703,EM,河口混合区,31.91874895402279,120.38071080759478,18.3,10.8,8.11,4.0,48.6,18.07,富营养化
SEA-CM-3704,CM,海草/海藻床,39.88160007927328,119.4375264448448,19.1,26.3,7.02,8.3,13.7,8.88,酸化趋势
SEA-AF-3705,AF,人工渔场/养殖区,21.573353518802026,115.8525304509943,20.7,27.0,7.86,7.4,0.0,28.86,藻类过度生长
SEA-CB-3706,CB,珊瑚礁海域,16.232500839759858,113.81174853997676,26.4,34.2,7.66,6.1,1.4,0.47,珊瑚白化风险
SEA-CB-3707,CB,珊瑚礁海域,19.21065411451937,110.39233102408241,24.6,33.6,7.99,6.1,2.4,0.36,轻微珊瑚应激
SEA-CB-3708,CB,珊瑚礁海域,16.718166451641927,115.94111767959176,35.0,39.8,8.31,4.9,3.2,0.21,高温胁迫
SEA-EM-3709,EM,河口混合区,31.191307881487273,120.94436741945708,24.8,22.6,8.05,5.1,22.9,0.0,生态系统轻微失衡
SEA-CB-3710,CB,珊瑚礁海域,17.15318842047745,110.08238070693855,30.1,39.1,8.17,6.7,2.7,0.47,高温胁迫
SEA-CB-3711,CB,珊瑚礁海域,17.618336339163573,114.00183331719558,29.0,35.3,7.6,7.3,1.6,0.49,珊瑚白化风险
SEA-CB-3712,CB,珊瑚礁海域,19.80761682192786,114.64433613977684,27.4,33.2,8.32,6.3,3.6,0.8,轻微珊瑚应激
SEA-CM-3713,CM,海草/海藻床,39.88482982391754,118.13381644874998,18.0,25.6,7.59,8.9,15.2,6.64,酸化趋势
SEA-OS-3714,OS,开阔大洋,29.080584511451498,122.99664720904202,16.6,28.2,7.84,6.7,1.8,0.16,初级生产力不足
SEA-CB-3715,CB,珊瑚礁海域,18.969357603507213,111.28595145350914,25.2,39.4,7.54,6.1,1.7,0.14,珊瑚白化风险
SEA-EM-3716,EM,河口混合区,31.757003061486312,121.73353517477841,17.2,10.1,7.76,6.6,40.5,7.15,轻度富营养化
SEA-AF-3717,AF,人工渔场/养殖区,21.838315275083144,113.45556827310672,26.4,30.3,8.11,4.2,17.7,16.75,鱼类缺氧危机
SEA-AF-3718,AF,人工渔场/养殖区,23.099212851052638,113.552248177412,19.1,34.0,7.66,3.4,35.1,13.07,鱼类缺氧危机
SEA-EM-3719,EM,河口混合区,31.00396764609459,121.07388555393001,25.1,9.6,7.29,6.8,24.6,22.88,富营养化
SEA-CB-3720,CB,珊瑚礁海域,18.336469991860486,112.20040612235238,27.6,32.3,8.03,5.4,2.5,0.29,轻微珊瑚应激
SEA-CB-3721,CB,珊瑚礁海域,19.779750596804238,115.26429292062375,33.4,31.4,7.79,4.4,3.4,0.6,珊瑚白化风险
SEA-AF-3722,AF,人工渔场/养殖区,22.75445124265911,113.75669226449479,25.5,30.5,7.59,6.3,12.3,11.1,酸化趋势
SEA-AF-3723,AF,人工渔场/养殖区,23.627702774683673,114.08243515688352,20.7,23.7,8.47,5.8,23.7,15.91,碱性过高
SEA-CM-3724,CM,海草/海藻床,38.777284715476476,118.25427498574652,22.0,32.7,8.27,6.9,25.3,7.51,海草覆盖率下降
SEA-CB-3725,CB,珊瑚礁海域,19.185836265937642,111.81960042088086,30.3,33.7,8.2,4.3,1.2,0.39,高温胁迫
SEA-CB-3726,CB,珊瑚礁海域,16.151342916949936,116.22411210864962,30.2,35.4,8.69,8.2,1.7,0.51,高温胁迫
